retailer_id,retailer_name,region,channel,onboarded_date,credit_limit,default_score,contact_number,email_id,gst_registered
R203,Retailer_203,South,Online,2022-11-25T00:00:00.000000000,73721.73738289361,0.5394873846005231,+91-9352950327,user203@retail.com,False
R204,Retailer_204,North,Online,2022-12-31T00:00:00.000000000,25063.634861842747,0.411850219778372,+91-9407599693,user204@retail.com,False
R205,Retailer_205,North,Modern Trade,2019-05-26T00:00:00.000000000,89359.17550894033,0.5982511202240944,+91-9987646643,user205@retail.com,False
R206,Retailer_206,South,Modern Trade,2019-10-12T00:00:00.000000000,6728.817216194653,0.10226351448340798,+91-9422973620,user206@retail.com,True
R207,Retailer_207,West,Offline,2018-03-10T00:00:00.000000000,10577.04740428084,0.4633927701375815,+91-9541959288,user207@retail.com,True
R208,Retailer_208,North,Offline,2019-06-20T00:00:00.000000000,51217.46108132168,0.9827181011176996,+91-9830068819,user208@retail.com,False
R209,Retailer_209,North,Modern Trade,2019-12-13T00:00:00.000000000,75975.41637700569,0.9428759577850208,+91-9626519585,user209@retail.com,True
R210,Retailer_210,North,Online,2018-04-05T00:00:00.000000000,11132.730804099217,0.9257453725677708,+91-9135876148,user210@retail.com,True
R211,Retailer_211,East,D2C,2021-10-09T00:00:00.000000000,72058.33313390998,0.9091833889431565,+91-9209607005,user211@retail.com,False
R212,Retailer_212,South,Online,2022-02-22T00:00:00.000000000,54670.048183372055,0.3598108378152337,+91-9879174353,user212@retail.com,True
R213,Retailer_213,West,Modern Trade,2017-12-26T00:00:00.000000000,89241.02643876208,0.4716004406727752,+91-9493935602,user213@retail.com,True
R214,Retailer_214,South,Modern Trade,2021-10-25T00:00:00.000000000,21755.993571822255,0.1454911447811732,+91-9514174084,user214@retail.com,False
R215,Retailer_215,South,Online,2017-01-01T00:00:00.000000000,24426.965344112657,0.7359544759807829,+91-9399087303,user215@retail.com,False
R216,Retailer_216,West,Online,2015-07-21T00:00:00.000000000,6192.780298338021,0.4659548698550291,+91-9160076657,user216@retail.com,False
R217,Retailer_217,South,Offline,2020-09-10T00:00:00.000000000,35638.2713146063,0.16177850560529594,+91-9611645727,user217@retail.com,True
R218,Retailer_218,North,Offline,2016-02-11T00:00:00.000000000,50943.21854443463,0.9383085340752585,+91-9708204845,user218@retail.com,False
R219,Retailer_219,East,Online,2020-01-20T00:00:00.000000000,97934.94767337404,0.6664552760124897,+91-9431664007,user219@retail.com,False
R220,Retailer_220,North,Offline,2020-09-12T00:00:00.000000000,20847.867639276486,0.6259743340688619,+91-9164492465,user220@retail.com,True
R221,Retailer_221,South,D2C,2017-11-03T00:00:00.000000000,99995.0819625278,0.6198131353464885,+91-9738180531,user221@retail.com,False
R222,Retailer_222,East,Offline,2020-03-23T00:00:00.000000000,92250.11699102353,0.7697293362688743,+91-9504880168,user222@retail.com,True
R223,Retailer_223,West,Online,2015-10-03T00:00:00.000000000,69946.07248669147,0.2736463432186851,+91-9523295661,user223@retail.com,False
R224,Retailer_224,South,D2C,2019-03-11T00:00:00.000000000,64556.67668473806,0.6563699024925177,+91-9699265261,user224@retail.com,True
R225,Retailer_225,South,Online,2020-03-09T00:00:00.000000000,15317.081920619146,0.7054360407916315,+91-9130524245,user225@retail.com,False
R226,Retailer_226,South,Offline,2019-07-06T00:00:00.000000000,32487.544255417477,0.46867759032422907,+91-9196728344,user226@retail.com,True
R227,Retailer_227,West,D2C,2018-10-27T00:00:00.000000000,74393.2568183858,0.1458686608684403,+91-9788264540,user227@retail.com,False
R228,Retailer_228,South,Modern Trade,2020-05-24T00:00:00.000000000,93645.14586146249,0.2618982418278146,+91-9190202698,user228@retail.com,False
R229,Retailer_229,East,Offline,2015-08-23T00:00:00.000000000,41063.37509107768,0.3034402995636373,+91-9894090610,user229@retail.com,True
R230,Retailer_230,North,D2C,2022-10-03T00:00:00.000000000,42740.4658075665,0.8597268971639107,+91-9829755293,user230@retail.com,True
R231,Retailer_231,West,Offline,2022-10-11T00:00:00.000000000,6514.4868844721595,0.49942953734654805,+91-9793593592,user231@retail.com,True
R232,Retailer_232,North,Modern Trade,2022-04-30T00:00:00.000000000,55439.90537242715,0.07691959766599887,+91-9275502246,user232@retail.com,True
R233,Retailer_233,North,Modern Trade,2016-07-30T00:00:00.000000000,84540.47623438115,0.40394952306057264,+91-9668579499,user233@retail.com,True
R234,Retailer_234,South,D2C,2021-05-13T00:00:00.000000000,85105.17077109835,0.8686488597915186,+91-9112977261,user234@retail.com,False
R235,Retailer_235,South,D2C,2022-11-14T00:00:00.000000000,98369.74257509554,0.9195783761231798,+91-9670290883,user235@retail.com,False
R236,Retailer_236,North,Modern Trade,2020-07-08T00:00:00.000000000,45024.098707103214,0.49396929575408377,+91-9235207036,user236@retail.com,True
R237,Retailer_237,South,Offline,2020-05-03T00:00:00.000000000,50269.895162954956,0.2673553446453222,+91-9142689104,user237@retail.com,True
R238,Retailer_238,North,D2C,2021-09-14T00:00:00.000000000,18857.200409246798,0.3950783583302898,+91-9960240525,user238@retail.com,False
R239,Retailer_239,North,Modern Trade,2022-11-22T00:00:00.000000000,34618.242072555986,0.659807350064642,+91-9233996850,user239@retail.com,True
R240,Retailer_240,North,Modern Trade,2022-10-18T00:00:00.000000000,44959.775787740924,0.836152612907856,+91-9669677588,user240@retail.com,False
R241,Retailer_241,East,D2C,2017-07-09T00:00:00.000000000,70693.35478737552,0.30881626564421993,+91-9103652249,user241@retail.com,False
R242,Retailer_242,West,Offline,2017-05-06T00:00:00.000000000,15032.144392656832,0.47640544201804247,+91-9365716028,user242@retail.com,False
R243,Retailer_243,North,Offline,2020-02-27T00:00:00.000000000,70091.12914734743,0.9688899169656455,+91-9794045560,user243@retail.com,True
R244,Retailer_244,South,D2C,2018-04-27T00:00:00.000000000,26285.68019852269,0.49338300473568064,+91-9877305709,user244@retail.com,True
R245,Retailer_245,North,Modern Trade,2016-06-04T00:00:00.000000000,38815.16619205865,0.49430137155635334,+91-9825247570,user245@retail.com,True
R246,Retailer_246,West,Offline,2018-09-11T00:00:00.000000000,97366.03587956159,0.900907598238123,+91-9653182351,user246@retail.com,True
R247,Retailer_247,East,Modern Trade,2016-12-05T00:00:00.000000000,87674.56560784558,0.025512059077197224,+91-9403924295,user247@retail.com,True
R248,Retailer_248,West,Online,2020-06-12T00:00:00.000000000,56694.24265899443,0.5869087721332287,+91-9584291200,user248@retail.com,True
R249,Retailer_249,West,Offline,2021-08-25T00:00:00.000000000,46648.042242238465,0.9034756306152181,+91-9789312187,user249@retail.com,False
R250,Retailer_250,West,D2C,2017-11-20T00:00:00.000000000,63137.55244009151,0.7157274069742917,+91-9290443671,user250@retail.com,True
R251,Retailer_251,North,Modern Trade,2021-11-10T00:00:00.000000000,87205.96089913517,0.5427693643395302,+91-9689931436,user251@retail.com,True
R252,Retailer_252,West,Offline,2017-01-12T00:00:00.000000000,19503.245731478524,0.2943321547656348,+91-9997023079,user252@retail.com,True
R253,Retailer_253,North,Modern Trade,2019-09-28T00:00:00.000000000,78960.87789866145,0.5552966668933216,+91-9345876109,user253@retail.com,True
R254,Retailer_254,East,Modern Trade,2017-11-01T00:00:00.000000000,95456.43621360124,0.42607293863862816,+91-9263387645,user254@retail.com,False
R255,Retailer_255,North,Online,2021-11-12T00:00:00.000000000,19304.59321195694,0.06026471642001052,+91-9648717112,user255@retail.com,False
R256,Retailer_256,East,D2C,2021-11-18T00:00:00.000000000,84429.80440313759,0.7650642220838237,+91-9426861635,user256@retail.com,False
R257,Retailer_257,West,D2C,2022-04-25T00:00:00.000000000,62743.253519913145,0.12047873721856694,+91-9501593916,user257@retail.com,True
R258,Retailer_258,South,Offline,2022-05-22T00:00:00.000000000,52531.57671288511,0.6570476705955329,+91-9364151932,user258@retail.com,True
R259,Retailer_259,West,Online,2019-05-26T00:00:00.000000000,14565.71694050365,0.4055699282555023,+91-9388158756,user259@retail.com,False
R260,Retailer_260,East,Offline,2019-05-25T00:00:00.000000000,87671.6506767865,0.24465946067029665,+91-9910016906,user260@retail.com,True
R261,Retailer_261,North,Modern Trade,2015-06-11T00:00:00.000000000,90469.22670189413,0.8203784764695875,+91-9330428782,user261@retail.com,False
R262,Retailer_262,West,Modern Trade,2017-01-09T00:00:00.000000000,29555.038385429507,0.808129980777328,+91-9744062361,user262@retail.com,True
R263,Retailer_263,North,Modern Trade,2015-09-15T00:00:00.000000000,39054.867350511144,0.34635637202753533,+91-9661742060,user263@retail.com,True
R264,Retailer_264,South,Modern Trade,2022-06-15T00:00:00.000000000,77822.8475807897,0.7787970962578531,+91-9845549927,user264@retail.com,False
R265,Retailer_265,North,Online,2021-03-19T00:00:00.000000000,47402.97100937792,0.0015293145614494463,+91-9552387293,user265@retail.com,True
R266,Retailer_266,South,Online,2020-02-29T00:00:00.000000000,70820.76868803035,0.2091346316277205,+91-9144941810,user266@retail.com,False
R267,Retailer_267,South,Online,2015-09-16T00:00:00.000000000,9871.507853097879,0.7064189407768823,+91-9371948931,user267@retail.com,False
R268,Retailer_268,West,D2C,2017-02-23T00:00:00.000000000,74907.09092792861,0.02592439916463629,+91-9541505411,user268@retail.com,False
R269,Retailer_269,West,Offline,2019-01-06T00:00:00.000000000,50796.99813285576,0.8347198674341918,+91-9515868792,user269@retail.com,True
R270,Retailer_270,North,D2C,2018-07-04T00:00:00.000000000,65358.406832903034,0.3175265513615777,+91-9832043459,user270@retail.com,False
R271,Retailer_271,South,Offline,2018-08-28T00:00:00.000000000,70845.96560077282,0.27333969284690374,+91-9613508119,user271@retail.com,True
R272,Retailer_272,South,D2C,2017-09-22T00:00:00.000000000,33371.05181287619,0.19966673692901304,+91-9435885629,user272@retail.com,False
R273,Retailer_273,North,Online,2021-05-11T00:00:00.000000000,89297.44695245259,0.9847418732928984,+91-9111054070,user273@retail.com,False
R274,Retailer_274,East,Offline,2016-11-06T00:00:00.000000000,98084.61943553537,0.07987852131238948,+91-9932350074,user274@retail.com,False
R275,Retailer_275,West,Online,2022-05-28T00:00:00.000000000,94477.6693877259,0.4226161633382941,+91-9794647107,user275@retail.com,True
R276,Retailer_276,West,D2C,2021-08-29T00:00:00.000000000,37323.98417803017,0.582196659347333,+91-9781579317,user276@retail.com,True
R277,Retailer_277,South,Online,2019-06-14T00:00:00.000000000,24886.91693136419,0.016742349253492494,+91-9858314631,user277@retail.com,True
R278,Retailer_278,North,Modern Trade,2016-03-30T00:00:00.000000000,6114.791319528384,0.1642577726822314,+91-9600937611,user278@retail.com,True
R279,Retailer_279,North,Modern Trade,2017-05-28T00:00:00.000000000,27898.57202030336,0.7758525841641241,+91-9717230713,user279@retail.com,True
R280,Retailer_280,West,Online,2022-12-28T00:00:00.000000000,90194.88868808883,0.8918044130961256,+91-9752321849,user280@retail.com,True
R281,Retailer_281,North,Online,2018-06-20T00:00:00.000000000,42030.62820171596,0.6298027150423823,+91-9299168012,user281@retail.com,True
R282,Retailer_282,East,Online,2022-10-08T00:00:00.000000000,30410.961851701253,0.2519160422478427,+91-9260529119,user282@retail.com,False
R283,Retailer_283,North,Offline,2018-09-25T00:00:00.000000000,25911.071529833058,0.6064291618501988,+91-9581417451,user283@retail.com,True
R284,Retailer_284,East,Offline,2016-04-07T00:00:00.000000000,40366.65010089691,0.8807700827583425,+91-9863068257,user284@retail.com,False
R285,Retailer_285,East,Online,2016-10-03T00:00:00.000000000,31789.87422492568,0.15929040119656745,+91-9555944141,user285@retail.com,True
R286,Retailer_286,North,Offline,2022-03-18T00:00:00.000000000,33717.66250168663,0.06609572710524159,+91-9477420229,user286@retail.com,True
R287,Retailer_287,North,Modern Trade,2020-04-25T00:00:00.000000000,11397.281005759101,0.31116710204670917,+91-9720214070,user287@retail.com,True
R288,Retailer_288,West,D2C,2022-11-24T00:00:00.000000000,99498.4924129301,0.7759790226384241,+91-9726676792,user288@retail.com,True
R289,Retailer_289,South,Modern Trade,2015-09-02T00:00:00.000000000,59000.99923249022,0.49597267924273136,+91-9639054588,user289@retail.com,False
R290,Retailer_290,East,D2C,2016-06-20T00:00:00.000000000,72284.91010242832,0.9411262798290713,+91-9356202679,user290@retail.com,True
R291,Retailer_291,South,Online,2019-05-17T00:00:00.000000000,55301.787598289375,0.6877615796715898,+91-9220394847,user291@retail.com,False
R292,Retailer_292,South,D2C,2022-06-27T00:00:00.000000000,27306.510960244595,0.8189740972689084,+91-9555647352,user292@retail.com,False
R293,Retailer_293,North,D2C,2021-08-19T00:00:00.000000000,69953.73397391303,0.6926137382109151,+91-9172286570,user293@retail.com,True
R294,Retailer_294,West,D2C,2016-06-20T00:00:00.000000000,78802.17674321294,0.748020818448311,+91-9692178837,user294@retail.com,True
R295,Retailer_295,East,Online,2022-02-02T00:00:00.000000000,27346.024403683965,0.42103436605541045,+91-9722198016,user295@retail.com,True
R296,Retailer_296,North,Online,2019-08-05T00:00:00.000000000,49432.6237184305,0.7579227382333128,+91-9916925672,user296@retail.com,False
R297,Retailer_297,East,Modern Trade,2019-11-21T00:00:00.000000000,14901.93275015605,0.2958211690784319,+91-9188588714,user297@retail.com,True
R298,Retailer_298,West,Offline,2022-02-13T00:00:00.000000000,59589.213007644576,0.35067956308022874,+91-9535188209,user298@retail.com,False
R299,Retailer_299,South,Modern Trade,2021-12-02T00:00:00.000000000,58787.50026366709,0.24365234372252342,+91-9181257972,user299@retail.com,False
R300,Retailer_300,East,D2C,2017-04-16T00:00:00.000000000,27525.603482579285,0.19318614334779227,+91-9453914671,user300@retail.com,False
R301,Retailer_301,North,Modern Trade,2016-02-25T00:00:00.000000000,92387.08223809929,0.8189684696039381,+91-9791066819,user301@retail.com,True
R302,Retailer_302,North,D2C,2018-07-30T00:00:00.000000000,23690.275030167202,0.8768385020856316,+91-9961051002,user302@retail.com,True
R303,Retailer_303,West,Modern Trade,2015-05-05T00:00:00.000000000,63555.692902216775,0.934555242930261,+91-9819950250,user303@retail.com,False
R304,Retailer_304,West,Offline,2021-06-14T00:00:00.000000000,70220.13391787358,0.43911709787787956,+91-9735643559,user304@retail.com,False
R305,Retailer_305,North,Modern Trade,2022-05-18T00:00:00.000000000,32801.04311379828,0.8694203718835603,+91-9732412966,user305@retail.com,False
R306,Retailer_306,South,Modern Trade,2022-03-08T00:00:00.000000000,80778.03007250902,0.020228411385096234,+91-9473590015,user306@retail.com,True
R307,Retailer_307,South,D2C,2019-10-24T00:00:00.000000000,86837.05087002901,0.5714835443830706,+91-9786496600,user307@retail.com,True
R308,Retailer_308,South,Modern Trade,2018-09-01T00:00:00.000000000,97488.75282780197,0.760440721519675,+91-9986185347,user308@retail.com,True
R309,Retailer_309,West,D2C,2015-03-03T00:00:00.000000000,81861.1930184802,0.5615857884690112,+91-9204131920,user309@retail.com,False
R310,Retailer_310,North,Modern Trade,2020-06-02T00:00:00.000000000,60896.29716600157,0.17711326563550023,+91-9818520624,user310@retail.com,True
R311,Retailer_311,South,D2C,2020-07-15T00:00:00.000000000,27241.172572364863,0.3767361441403344,+91-9748069603,user311@retail.com,False
R312,Retailer_312,West,Modern Trade,2016-09-29T00:00:00.000000000,19522.20668644215,0.7218421982157853,+91-9457288935,user312@retail.com,True
R313,Retailer_313,West,Modern Trade,2020-03-02T00:00:00.000000000,53965.68062838542,0.8816612329265534,+91-9704440202,user313@retail.com,True
R314,Retailer_314,North,Online,2021-12-28T00:00:00.000000000,57348.58874307395,0.6579682372208838,+91-9700507878,user314@retail.com,True
R315,Retailer_315,East,D2C,2021-11-13T00:00:00.000000000,78160.57108621662,0.7831434894327604,+91-9654365443,user315@retail.com,True
R316,Retailer_316,South,Modern Trade,2022-05-14T00:00:00.000000000,80511.43881963167,0.25307812999038337,+91-9841017425,user316@retail.com,False
R317,Retailer_317,South,Modern Trade,2016-06-27T00:00:00.000000000,98456.43404453582,0.831303414539105,+91-9654858382,user317@retail.com,False
R318,Retailer_318,East,Offline,2019-12-31T00:00:00.000000000,71164.94718769818,0.45813119577839745,+91-9629540319,user318@retail.com,False
R319,Retailer_319,East,Modern Trade,2021-11-29T00:00:00.000000000,98872.88824754448,0.20275307466727943,+91-9302360638,user319@retail.com,False
R320,Retailer_320,North,Modern Trade,2017-11-21T00:00:00.000000000,41906.71747382734,0.4511880313649411,+91-9831510690,user320@retail.com,True
R321,Retailer_321,North,Offline,2017-09-03T00:00:00.000000000,38621.988476699764,0.04564661664346559,+91-9805287217,user321@retail.com,False
R322,Retailer_322,North,Online,2015-12-22T00:00:00.000000000,98966.98384204769,0.8877936799431174,+91-9692858635,user322@retail.com,True
R323,Retailer_323,East,D2C,2020-11-13T00:00:00.000000000,32449.40308419008,0.5933465205923417,+91-9695243344,user323@retail.com,True
R324,Retailer_324,East,D2C,2021-11-21T00:00:00.000000000,91681.71689832468,0.09175928762826568,+91-9930679284,user324@retail.com,False
R325,Retailer_325,North,D2C,2022-02-24T00:00:00.000000000,39228.47729881571,0.7545397197830681,+91-9400041650,user325@retail.com,True
R326,Retailer_326,North,Modern Trade,2020-04-05T00:00:00.000000000,20347.5338427507,0.15244222568973842,+91-9467203014,user326@retail.com,False
R327,Retailer_327,West,Online,2017-10-11T00:00:00.000000000,36701.260112848024,0.563172630914014,+91-9252746170,user327@retail.com,True
R328,Retailer_328,North,Modern Trade,2020-04-30T00:00:00.000000000,84141.40681454219,0.9219454352627584,+91-9716504511,user328@retail.com,True
R329,Retailer_329,West,Offline,2016-08-04T00:00:00.000000000,20192.364343559355,0.6725805367190759,+91-9821902780,user329@retail.com,True
R330,Retailer_330,North,Modern Trade,2019-11-06T00:00:00.000000000,26229.414628983013,0.5228346690926172,+91-9495979572,user330@retail.com,False
R331,Retailer_331,South,Online,2018-10-05T00:00:00.000000000,65171.47540039304,0.5983666506732801,+91-9454781085,user331@retail.com,True
R332,Retailer_332,West,D2C,2016-12-20T00:00:00.000000000,95563.74519763919,0.2607308120167474,+91-9105117433,user332@retail.com,False
R333,Retailer_333,East,D2C,2021-05-10T00:00:00.000000000,10864.251144328695,0.9069309949529641,+91-9488478981,user333@retail.com,False
R334,Retailer_334,East,Online,2021-06-21T00:00:00.000000000,84106.52300178983,0.7139122198452807,+91-9457399742,user334@retail.com,False
R335,Retailer_335,South,D2C,2016-04-29T00:00:00.000000000,43263.486947649835,0.8746160392738124,+91-9271726241,user335@retail.com,True
R336,Retailer_336,North,Online,2021-07-13T00:00:00.000000000,32075.08901178075,0.15957161828142408,+91-9652597759,user336@retail.com,True
R337,Retailer_337,East,Online,2016-12-06T00:00:00.000000000,81710.22394857835,0.66382848338709,+91-9889414958,user337@retail.com,False
R338,Retailer_338,North,Modern Trade,2018-05-18T00:00:00.000000000,91631.0900442275,0.5513545522385046,+91-9694511389,user338@retail.com,True
R339,Retailer_339,East,D2C,2016-01-06T00:00:00.000000000,72196.42048779113,0.08036701796485046,+91-9485237414,user339@retail.com,True
R340,Retailer_340,North,Modern Trade,2021-04-21T00:00:00.000000000,79724.41701165281,0.5981291047271388,+91-9719966137,user340@retail.com,False
R341,Retailer_341,South,Online,2019-02-16T00:00:00.000000000,24157.780154726355,0.37642662179833697,+91-9128175440,user341@retail.com,False
R342,Retailer_342,West,D2C,2017-01-25T00:00:00.000000000,98015.96604649318,0.270894325393339,+91-9653133202,user342@retail.com,False
R343,Retailer_343,West,Online,2020-05-15T00:00:00.000000000,86193.25424476595,0.9236471079230253,+91-9395315114,user343@retail.com,True
R344,Retailer_344,South,Offline,2017-11-01T00:00:00.000000000,94599.50454498446,0.3505255250655802,+91-9478052914,user344@retail.com,False
R345,Retailer_345,East,D2C,2016-05-04T00:00:00.000000000,51657.08812003934,0.7240557218730685,+91-9404322332,user345@retail.com,False
R346,Retailer_346,South,Modern Trade,2021-08-28T00:00:00.000000000,92959.88063549959,0.509620523062015,+91-9956826536,user346@retail.com,False
R347,Retailer_347,South,Online,2017-10-02T00:00:00.000000000,52399.629955867946,0.043588580288941525,+91-9782487216,user347@retail.com,True
R348,Retailer_348,South,Offline,2018-06-24T00:00:00.000000000,83555.15692069191,0.31274900339617784,+91-9941666527,user348@retail.com,True
R349,Retailer_349,North,Offline,2017-03-27T00:00:00.000000000,41024.89339430203,0.06557586646959301,+91-9587512719,user349@retail.com,True
R350,Retailer_350,East,Modern Trade,2016-11-29T00:00:00.000000000,49074.18762489578,0.4578355927014668,+91-9636554011,user350@retail.com,True
R351,Retailer_351,East,Modern Trade,2015-03-07T00:00:00.000000000,22247.70625354168,0.5110025591231276,+91-9868330846,user351@retail.com,True
R352,Retailer_352,North,D2C,2015-06-27T00:00:00.000000000,6099.438134954343,0.24862934604170606,+91-9930010637,user352@retail.com,True
R353,Retailer_353,West,Offline,2021-11-12T00:00:00.000000000,61759.96783648767,0.952269832447803,+91-9869471857,user353@retail.com,True
R354,Retailer_354,North,Offline,2020-03-04T00:00:00.000000000,70621.82350601733,0.7521952283770345,+91-9667184663,user354@retail.com,False
R355,Retailer_355,South,Offline,2017-05-12T00:00:00.000000000,89382.05650375164,0.13184472242476553,+91-9464426177,user355@retail.com,False
R356,Retailer_356,North,Modern Trade,2019-03-10T00:00:00.000000000,45926.09087318485,0.437378642643517,+91-9674561953,user356@retail.com,False
R357,Retailer_357,East,D2C,2019-01-07T00:00:00.000000000,34032.81917603698,0.14103783788370505,+91-9134081002,user357@retail.com,True
R358,Retailer_358,North,Online,2018-11-05T00:00:00.000000000,56138.43219172648,0.08742900322018354,+91-9184823610,user358@retail.com,False
R359,Retailer_359,South,Online,2016-01-31T00:00:00.000000000,57311.477754811276,0.9376140859459264,+91-9843996516,user359@retail.com,True
R360,Retailer_360,North,Modern Trade,2018-10-04T00:00:00.000000000,69995.58944488772,0.29298672675044846,+91-9778654690,user360@retail.com,False
R361,Retailer_361,South,Online,2020-03-22T00:00:00.000000000,54662.2929532101,0.9010367123600959,+91-9857149203,user361@retail.com,True
R362,Retailer_362,East,D2C,2020-10-18T00:00:00.000000000,44311.378576348434,0.03455226081813367,+91-9650172459,user362@retail.com,False
R363,Retailer_363,North,Modern Trade,2021-01-31T00:00:00.000000000,12199.696568433916,0.10088937463486591,+91-9898688961,user363@retail.com,False
R364,Retailer_364,South,Offline,2022-11-02T00:00:00.000000000,48946.093202849515,0.5349959093406159,+91-9367568818,user364@retail.com,True
R365,Retailer_365,East,Modern Trade,2021-02-25T00:00:00.000000000,59562.099299124144,0.964272823245482,+91-9850668891,user365@retail.com,True
R366,Retailer_366,North,Offline,2022-12-07T00:00:00.000000000,9531.61309489388,0.5780447605261565,+91-9682815233,user366@retail.com,True
R367,Retailer_367,West,Offline,2016-04-01T00:00:00.000000000,16250.899077570117,0.9508387536219688,+91-9523896965,user367@retail.com,True
R368,Retailer_368,South,Online,2019-06-01T00:00:00.000000000,64802.736241035884,0.8029647418878458,+91-9568485137,user368@retail.com,False
R369,Retailer_369,West,D2C,2019-09-10T00:00:00.000000000,79903.66376213779,0.7761160247382186,+91-9821469218,user369@retail.com,False
R370,Retailer_370,South,Online,2017-02-26T00:00:00.000000000,7020.051753394675,0.2126746447803134,+91-9542531663,user370@retail.com,False
R371,Retailer_371,South,D2C,2019-06-04T00:00:00.000000000,29895.14799356116,0.5118617121241362,+91-9417308630,user371@retail.com,True
R372,Retailer_372,South,Offline,2021-10-10T00:00:00.000000000,61494.132137994595,0.489986931293665,+91-9492629756,user372@retail.com,False
R373,Retailer_373,North,Offline,2022-03-28T00:00:00.000000000,5395.975283779443,0.8369933697049154,+91-9727650304,user373@retail.com,False
R374,Retailer_374,East,Offline,2016-08-30T00:00:00.000000000,34888.20836673182,0.07955658508195629,+91-9952830228,user374@retail.com,False
R375,Retailer_375,South,D2C,2015-01-18T00:00:00.000000000,88422.38767925985,0.481582451158847,+91-9779998273,user375@retail.com,False
R376,Retailer_376,South,Offline,2016-02-18T00:00:00.000000000,89073.65247692683,0.5658806688208042,+91-9669774197,user376@retail.com,False
R377,Retailer_377,East,Online,2022-06-14T00:00:00.000000000,97048.17858331547,0.4555423144793276,+91-9206040082,user377@retail.com,True
R378,Retailer_378,North,Modern Trade,2015-09-24T00:00:00.000000000,73347.9592883104,0.8925345649933281,+91-9207725250,user378@retail.com,True
R379,Retailer_379,West,Modern Trade,2016-05-19T00:00:00.000000000,67459.01887454724,0.5677411975754696,+91-9667659383,user379@retail.com,False
R380,Retailer_380,North,D2C,2015-06-26T00:00:00.000000000,80424.34975835116,0.5340105943833877,+91-9560398352,user380@retail.com,False
R381,Retailer_381,North,Online,2019-01-15T00:00:00.000000000,48746.49535086528,0.4593672228815858,+91-9609286749,user381@retail.com,True
R382,Retailer_382,East,Modern Trade,2019-11-07T00:00:00.000000000,42830.95724053877,0.3876936243088156,+91-9531542453,user382@retail.com,True
R383,Retailer_383,North,D2C,2020-05-14T00:00:00.000000000,15507.870595624849,0.7840685819548622,+91-9207815138,user383@retail.com,True
R384,Retailer_384,East,Online,2016-08-04T00:00:00.000000000,43949.02930134725,0.10483386252729687,+91-9289497859,user384@retail.com,False
R385,Retailer_385,East,D2C,2021-04-29T00:00:00.000000000,47852.52375237292,0.6827520698085713,+91-9694535947,user385@retail.com,False
R386,Retailer_386,East,D2C,2019-11-14T00:00:00.000000000,41501.24237352605,0.5518167017959569,+91-9614025188,user386@retail.com,False
R387,Retailer_387,East,Online,2021-08-19T00:00:00.000000000,68734.06832497621,0.7107264575255761,+91-9339291860,user387@retail.com,False
R388,Retailer_388,North,Online,2021-10-26T00:00:00.000000000,19907.300482211114,0.8448200965443626,+91-9123253518,user388@retail.com,False
R389,Retailer_389,North,Online,2018-08-31T00:00:00.000000000,80855.00396338786,0.6948995048927341,+91-9494417983,user389@retail.com,True
R390,Retailer_390,South,D2C,2019-03-12T00:00:00.000000000,85227.37762474535,0.7985138432488725,+91-9811705058,user390@retail.com,False
R391,Retailer_391,North,D2C,2018-02-02T00:00:00.000000000,56102.068113673515,0.739720976058974,+91-9815901822,user391@retail.com,False
R392,Retailer_392,East,D2C,2018-04-30T00:00:00.000000000,45950.1792312671,0.3751468283282291,+91-9570494969,user392@retail.com,True
R393,Retailer_393,West,D2C,2020-12-17T00:00:00.000000000,11769.18255934978,0.41369848133865617,+91-9182535383,user393@retail.com,True
R394,Retailer_394,South,Offline,2020-07-02T00:00:00.000000000,85270.73629483215,0.22812103390356797,+91-9546640584,user394@retail.com,True
R395,Retailer_395,South,Offline,2015-01-08T00:00:00.000000000,85385.44770129731,0.5835183503443921,+91-9403709889,user395@retail.com,False
R396,Retailer_396,West,D2C,2019-02-20T00:00:00.000000000,28075.364054859518,0.2074950764543958,+91-9156078353,user396@retail.com,False
R397,Retailer_397,East,Online,2018-10-20T00:00:00.000000000,81059.09740931097,0.8610142078951128,+91-9694201254,user397@retail.com,False
R398,Retailer_398,North,Modern Trade,2018-01-10T00:00:00.000000000,88720.02255697435,0.5124223022436047,+91-9959106258,user398@retail.com,False
R399,Retailer_399,West,D2C,2016-08-07T00:00:00.000000000,14534.55119504844,0.9816688358572146,+91-9915725708,user399@retail.com,False
R400,Retailer_400,East,D2C,2015-09-18T00:00:00.000000000,62236.318500887006,0.9288873021794589,+91-9771980980,user400@retail.com,True
R401,Retailer_401,South,Modern Trade,2016-02-03T00:00:00.000000000,18482.898605851547,0.20606027518934955,+91-9143677049,user401@retail.com,True
R402,Retailer_402,West,Offline,2016-07-03T00:00:00.000000000,36895.49456861311,0.05662876389078342,+91-9728503185,user402@retail.com,False
R403,Retailer_403,West,Offline,2020-07-10T00:00:00.000000000,34937.91782360496,0.4423270511054974,+91-9152856419,user403@retail.com,True
R404,Retailer_404,South,Online,2019-11-19T00:00:00.000000000,90130.69006293485,0.6620100974923597,+91-9929223239,user404@retail.com,False
R405,Retailer_405,West,Modern Trade,2020-10-12T00:00:00.000000000,87223.59446942102,0.6090798952871378,+91-9328702401,user405@retail.com,False
