txn_id,customer_id,amount,payment_mode,status,txn_date,year,month
1990,262,351283,IMPS,FAILED,2025-12-26,2025,12
1991,224,568191,CARD,FAILED,2025-08-20,2025,8
1992,231,602532,CARD,SUCCESS,2025-09-23,2025,9
1993,109,95808,UPI,SUCCESS,2024-03-10,2024,3
1994,257,776652,NEFT,FAILED,2025-05-06,2025,5
1995,207,806493,CARD,FAILED,2024-09-17,2024,9
1996,187,309334,IMPS,FAILED,2026-02-04,2026,2
1997,290,873035,UPI,SUCCESS,2025-08-23,2025,8
1998,286,657360,CARD,FAILED,2024-11-23,2024,11
1999,184,721210,UPI,SUCCESS,2025-04-10,2025,4
2000,127,154607,UPI,FAILED,2025-07-26,2025,7
2001,125,615442,IMPS,FAILED,2025-04-09,2025,4
2002,131,330816,CARD,SUCCESS,2024-04-13,2024,4
2003,238,614947,NEFT,SUCCESS,2024-03-28,2024,3
2004,120,985711,NEFT,FAILED,2024-02-23,2024,2
2005,170,595606,NEFT,SUCCESS,2025-11-25,2025,11
2006,150,79820,CARD,SUCCESS,2024-01-17,2024,1
2007,221,655777,CARD,SUCCESS,2025-12-21,2025,12
2008,249,593821,NEFT,FAILED,2025-12-24,2025,12
2009,105,860507,IMPS,SUCCESS,2025-06-20,2025,6
2010,220,811329,CARD,SUCCESS,2025-10-12,2025,10
2011,275,891038,IMPS,FAILED,2025-11-25,2025,11
2012,278,207281,IMPS,FAILED,2024-10-12,2024,10
2013,138,658854,IMPS,FAILED,2025-05-05,2025,5
2014,188,506632,NEFT,FAILED,2024-02-09,2024,2
2015,260,60275,NEFT,FAILED,2025-11-28,2025,11
2016,243,283887,CARD,SUCCESS,2024-12-19,2024,12
2017,141,108130,UPI,SUCCESS,2025-03-21,2025,3
2018,156,973892,UPI,SUCCESS,2024-07-05,2024,7
2019,268,909273,CARD,SUCCESS,2024-03-25,2024,3
2020,261,787565,IMPS,FAILED,2024-11-18,2024,11
2021,268,354704,IMPS,SUCCESS,2024-11-13,2024,11
2022,171,422173,CARD,SUCCESS,2026-01-20,2026,1
2023,181,386571,NEFT,SUCCESS,2024-04-19,2024,4
2024,194,714254,IMPS,SUCCESS,2024-11-29,2024,11
2025,120,832133,NEFT,SUCCESS,2025-07-17,2025,7
2026,181,592360,IMPS,SUCCESS,2024-01-06,2024,1
2027,167,841857,IMPS,FAILED,2024-09-30,2024,9
2028,154,990017,UPI,SUCCESS,2025-01-16,2025,1
2029,269,985075,IMPS,SUCCESS,2025-02-01,2025,2
2030,162,510181,IMPS,FAILED,2024-12-25,2024,12
2031,119,844280,IMPS,SUCCESS,2025-09-28,2025,9
2032,133,64196,UPI,FAILED,2025-09-25,2025,9
2033,180,848873,IMPS,SUCCESS,2025-09-01,2025,9
2034,218,221625,UPI,FAILED,2024-07-01,2024,7
2035,174,153890,IMPS,SUCCESS,2024-05-23,2024,5
2036,183,562780,IMPS,FAILED,2025-05-18,2025,5
2037,101,840170,UPI,SUCCESS,2025-08-03,2025,8
2038,157,923621,IMPS,SUCCESS,2024-12-22,2024,12
2039,183,272145,NEFT,FAILED,2025-09-07,2025,9
2040,139,44886,IMPS,SUCCESS,2024-07-10,2024,7
2041,238,458521,CARD,FAILED,2025-06-08,2025,6
2042,129,532142,IMPS,FAILED,2025-07-26,2025,7
2043,150,14592,NEFT,SUCCESS,2024-10-09,2024,10
2044,279,711878,IMPS,FAILED,2024-06-07,2024,6
2045,156,996154,UPI,SUCCESS,2024-07-30,2024,7
2046,191,971328,NEFT,FAILED,2024-07-06,2024,7
2047,279,838845,CARD,FAILED,2025-05-18,2025,5
2048,262,24629,UPI,SUCCESS,2025-01-03,2025,1
2049,187,836112,IMPS,SUCCESS,2025-01-08,2025,1
2050,233,490676,UPI,FAILED,2024-05-29,2024,5
2051,184,694350,UPI,FAILED,2024-09-04,2024,9
2052,138,748509,IMPS,SUCCESS,2024-09-04,2024,9
2053,248,755082,UPI,SUCCESS,2024-10-28,2024,10
2054,107,693779,NEFT,FAILED,2025-03-04,2025,3
2055,190,823024,CARD,SUCCESS,2024-09-08,2024,9
2056,286,545902,CARD,SUCCESS,2026-02-13,2026,2
2057,126,439960,CARD,FAILED,2025-09-28,2025,9
2058,207,573898,UPI,SUCCESS,2025-03-15,2025,3
2059,270,356135,IMPS,FAILED,2024-04-21,2024,4
2060,283,988109,UPI,FAILED,2026-02-22,2026,2
2061,227,402516,UPI,SUCCESS,2025-06-22,2025,6
2062,176,413954,UPI,FAILED,2025-02-06,2025,2
2063,226,866965,NEFT,SUCCESS,2025-09-16,2025,9
2064,267,974453,UPI,SUCCESS,2024-11-27,2024,11
2065,216,379150,NEFT,FAILED,2026-01-06,2026,1
2066,154,424089,CARD,FAILED,2025-01-20,2025,1
2067,198,320186,IMPS,FAILED,2024-10-29,2024,10
2068,182,337191,IMPS,SUCCESS,2025-06-17,2025,6
2069,258,371737,IMPS,FAILED,2025-09-17,2025,9
2070,175,255530,CARD,SUCCESS,2025-05-11,2025,5
2071,187,106065,CARD,FAILED,2024-01-07,2024,1
2072,167,16226,CARD,FAILED,2025-04-07,2025,4
2073,174,806278,NEFT,FAILED,2025-06-29,2025,6
2074,111,998385,UPI,SUCCESS,2026-01-10,2026,1
2075,191,626607,NEFT,FAILED,2025-06-17,2025,6
2076,205,344762,CARD,SUCCESS,2025-05-27,2025,5
2077,258,846221,NEFT,FAILED,2025-09-11,2025,9
2078,241,861889,NEFT,SUCCESS,2025-03-15,2025,3
2079,183,544245,NEFT,FAILED,2024-09-18,2024,9
2080,132,138768,IMPS,SUCCESS,2024-05-14,2024,5
2081,271,411172,IMPS,SUCCESS,2025-12-02,2025,12
2082,178,140303,CARD,FAILED,2024-02-17,2024,2
2083,236,500203,UPI,FAILED,2025-06-22,2025,6
2084,130,122464,NEFT,FAILED,2025-01-01,2025,1
2085,275,242699,UPI,SUCCESS,2024-07-24,2024,7
2086,257,996108,IMPS,SUCCESS,2026-02-05,2026,2
2087,195,169333,IMPS,FAILED,2025-10-14,2025,10
2088,152,419556,IMPS,FAILED,2025-03-22,2025,3
2089,122,859155,CARD,FAILED,2025-12-11,2025,12
2090,110,96242,CARD,SUCCESS,2025-01-09,2025,1
2091,250,248866,UPI,SUCCESS,2024-01-11,2024,1
2092,162,334525,IMPS,FAILED,2025-10-25,2025,10
2093,273,347364,UPI,FAILED,2024-02-05,2024,2
2094,287,42272,IMPS,FAILED,2024-01-09,2024,1
2095,291,899669,NEFT,SUCCESS,2024-10-21,2024,10
2096,115,895086,UPI,SUCCESS,2024-03-09,2024,3
2097,116,22619,NEFT,FAILED,2024-07-16,2024,7
2098,227,420401,CARD,FAILED,2024-06-25,2024,6
2099,230,770326,IMPS,FAILED,2025-08-07,2025,8
2100,124,470310,NEFT,SUCCESS,2025-01-06,2025,1
2101,188,482365,NEFT,FAILED,2024-08-25,2024,8
2102,112,18812,UPI,SUCCESS,2026-02-13,2026,2
2103,247,475950,UPI,FAILED,2026-02-09,2026,2
2104,140,686482,IMPS,FAILED,2025-10-06,2025,10
2105,199,949699,CARD,FAILED,2024-07-24,2024,7
2106,206,117906,NEFT,SUCCESS,2025-11-08,2025,11
2107,298,14940,UPI,FAILED,2024-11-19,2024,11
2108,238,617299,UPI,FAILED,2025-08-25,2025,8
2109,296,260719,IMPS,FAILED,2025-04-03,2025,4
2110,126,906873,IMPS,FAILED,2025-04-22,2025,4
2111,171,5931,NEFT,FAILED,2025-06-09,2025,6
2112,268,797304,NEFT,FAILED,2026-01-31,2026,1
2113,171,315417,CARD,FAILED,2025-02-19,2025,2
2114,203,141790,NEFT,FAILED,2025-01-18,2025,1
2115,240,221015,UPI,FAILED,2024-06-19,2024,6
2116,288,23267,CARD,SUCCESS,2025-04-20,2025,4
2117,192,967598,IMPS,SUCCESS,2024-10-07,2024,10
2118,162,290729,NEFT,FAILED,2025-02-09,2025,2
2119,184,456114,CARD,SUCCESS,2025-01-15,2025,1
2120,242,716829,NEFT,FAILED,2025-12-19,2025,12
2121,286,295930,UPI,FAILED,2025-11-04,2025,11
2122,259,821179,UPI,SUCCESS,2025-06-17,2025,6
2123,121,600925,UPI,SUCCESS,2025-02-22,2025,2
2124,107,993229,NEFT,FAILED,2026-02-24,2026,2
2125,180,198779,UPI,SUCCESS,2024-04-30,2024,4
2126,243,939354,CARD,SUCCESS,2025-12-22,2025,12
2127,170,282388,NEFT,FAILED,2024-11-22,2024,11
2128,296,669572,IMPS,FAILED,2024-10-20,2024,10
2129,158,780206,NEFT,SUCCESS,2026-02-09,2026,2
2130,229,27930,IMPS,SUCCESS,2024-04-05,2024,4
2131,181,55450,IMPS,SUCCESS,2024-08-29,2024,8
2132,277,528326,UPI,SUCCESS,2024-08-29,2024,8
2133,136,332770,UPI,SUCCESS,2025-01-03,2025,1
2134,261,870155,CARD,SUCCESS,2025-05-30,2025,5
2135,214,537339,NEFT,FAILED,2024-02-14,2024,2
2136,218,966582,IMPS,SUCCESS,2026-02-24,2026,2
2137,231,354692,IMPS,FAILED,2025-04-10,2025,4
2138,249,779141,CARD,FAILED,2024-12-22,2024,12
2139,149,191513,CARD,FAILED,2024-03-28,2024,3
2140,196,837780,CARD,FAILED,2025-02-05,2025,2
2141,257,191869,UPI,FAILED,2025-12-12,2025,12
2142,199,488455,UPI,FAILED,2025-12-29,2025,12
2143,212,716659,CARD,SUCCESS,2024-08-30,2024,8
2144,228,104757,CARD,SUCCESS,2025-09-04,2025,9
2145,263,992092,CARD,SUCCESS,2024-06-02,2024,6
2146,103,426941,UPI,SUCCESS,2024-08-29,2024,8
2147,298,654403,CARD,SUCCESS,2026-01-13,2026,1
2148,177,258427,IMPS,SUCCESS,2024-05-07,2024,5
2149,126,160701,NEFT,FAILED,2025-09-08,2025,9
2150,132,219333,NEFT,SUCCESS,2024-12-01,2024,12
2151,223,387030,UPI,SUCCESS,2024-11-15,2024,11
2152,106,762061,UPI,FAILED,2024-01-20,2024,1
2153,250,412255,NEFT,FAILED,2024-12-01,2024,12
2154,112,87395,CARD,SUCCESS,2024-09-13,2024,9
2155,266,557226,CARD,FAILED,2025-06-01,2025,6
2156,141,350648,IMPS,FAILED,2024-02-09,2024,2
2157,260,547512,UPI,FAILED,2025-05-18,2025,5
2158,281,928401,CARD,FAILED,2024-04-02,2024,4
2159,169,815818,IMPS,FAILED,2024-10-21,2024,10
2160,146,942608,NEFT,FAILED,2024-07-01,2024,7
2161,185,922716,UPI,SUCCESS,2025-08-21,2025,8
2162,244,474022,IMPS,FAILED,2024-08-21,2024,8
2163,224,366949,UPI,SUCCESS,2026-01-27,2026,1
2164,154,158143,UPI,FAILED,2024-12-27,2024,12
2165,195,356359,CARD,FAILED,2024-03-06,2024,3
2166,297,430686,UPI,SUCCESS,2025-12-20,2025,12
2167,274,436848,CARD,SUCCESS,2024-09-05,2024,9
2168,142,182643,IMPS,SUCCESS,2025-01-25,2025,1
2169,161,378381,CARD,FAILED,2026-02-12,2026,2
2170,168,915839,CARD,SUCCESS,2025-12-27,2025,12
2171,261,41919,CARD,SUCCESS,2025-06-12,2025,6
2172,200,724299,CARD,FAILED,2024-09-30,2024,9
2173,118,529315,IMPS,FAILED,2024-06-29,2024,6
2174,265,167978,NEFT,FAILED,2024-05-25,2024,5
2175,217,968363,UPI,FAILED,2025-09-20,2025,9
2176,138,575925,UPI,SUCCESS,2024-08-16,2024,8
2177,160,900611,CARD,SUCCESS,2024-04-21,2024,4
2178,185,765565,CARD,FAILED,2025-03-09,2025,3
2179,195,316876,CARD,SUCCESS,2026-01-22,2026,1
2180,208,257930,UPI,SUCCESS,2025-10-29,2025,10
2181,193,442633,UPI,SUCCESS,2025-02-14,2025,2
2182,295,847881,NEFT,FAILED,2025-03-14,2025,3
2183,271,711122,UPI,SUCCESS,2025-10-30,2025,10
2184,294,741597,NEFT,FAILED,2025-01-08,2025,1
2185,136,434710,CARD,SUCCESS,2025-09-21,2025,9
2186,208,806894,UPI,FAILED,2024-08-15,2024,8
2187,252,243403,CARD,FAILED,2025-07-13,2025,7
2188,288,372516,CARD,FAILED,2024-09-28,2024,9
2189,138,201199,NEFT,FAILED,2024-08-15,2024,8
2190,288,333307,IMPS,FAILED,2025-04-24,2025,4
2191,128,813766,IMPS,SUCCESS,2024-11-07,2024,11
2192,104,507916,CARD,FAILED,2026-01-18,2026,1
2193,204,87554,NEFT,SUCCESS,2024-01-05,2024,1
2194,294,109314,IMPS,SUCCESS,2026-03-02,2026,3
2195,184,933148,IMPS,FAILED,2024-10-10,2024,10
2196,233,261836,NEFT,FAILED,2025-01-10,2025,1
2197,193,256860,NEFT,SUCCESS,2024-04-25,2024,4
2198,291,932512,IMPS,FAILED,2025-11-30,2025,11
2199,296,136434,NEFT,SUCCESS,2025-10-19,2025,10
2200,170,756806,NEFT,SUCCESS,2024-04-12,2024,4
2201,245,906320,IMPS,FAILED,2024-06-15,2024,6
2202,166,794758,UPI,FAILED,2024-03-18,2024,3
2203,135,570836,IMPS,FAILED,2024-02-04,2024,2
2204,141,203887,CARD,SUCCESS,2025-07-04,2025,7
2205,123,343241,CARD,SUCCESS,2024-05-24,2024,5
2206,290,76936,NEFT,FAILED,2024-04-16,2024,4
2207,155,831454,CARD,SUCCESS,2026-01-24,2026,1
2208,258,892131,CARD,FAILED,2024-08-24,2024,8
2209,191,154046,IMPS,FAILED,2025-06-26,2025,6
2210,117,201290,UPI,FAILED,2026-02-13,2026,2
2211,232,920843,CARD,SUCCESS,2025-09-29,2025,9
2212,122,287073,IMPS,FAILED,2026-02-05,2026,2
2213,225,201443,IMPS,FAILED,2024-05-03,2024,5
2214,163,492851,IMPS,FAILED,2024-04-27,2024,4
2215,191,481164,IMPS,FAILED,2025-07-20,2025,7
2216,146,135889,UPI,FAILED,2024-06-07,2024,6
2217,137,588653,UPI,SUCCESS,2025-08-08,2025,8
2218,112,939081,UPI,SUCCESS,2024-02-05,2024,2
2219,296,260917,IMPS,FAILED,2024-03-19,2024,3
2220,253,122107,CARD,FAILED,2024-12-05,2024,12
2221,215,429943,NEFT,FAILED,2024-05-20,2024,5
2222,198,428303,UPI,SUCCESS,2025-04-18,2025,4
2223,168,202980,NEFT,FAILED,2025-06-15,2025,6
2224,134,193120,IMPS,FAILED,2025-07-28,2025,7
2225,273,757199,UPI,SUCCESS,2025-03-13,2025,3
2226,249,361155,IMPS,SUCCESS,2025-12-23,2025,12
2227,118,78134,NEFT,FAILED,2024-11-14,2024,11
2228,256,359476,NEFT,SUCCESS,2025-08-09,2025,8
2229,276,537646,NEFT,SUCCESS,2025-09-05,2025,9
2230,104,352951,CARD,SUCCESS,2024-12-09,2024,12
2231,253,196574,IMPS,FAILED,2025-09-14,2025,9
2232,134,820975,NEFT,FAILED,2025-09-16,2025,9
2233,187,205524,NEFT,FAILED,2026-03-01,2026,3
2234,184,610059,UPI,FAILED,2025-09-13,2025,9
2235,161,106031,IMPS,SUCCESS,2024-09-05,2024,9
2236,122,519221,CARD,FAILED,2025-11-12,2025,11
2237,243,844927,CARD,SUCCESS,2024-03-26,2024,3
2238,265,446345,CARD,FAILED,2025-09-26,2025,9
2239,241,522173,IMPS,FAILED,2024-02-14,2024,2
2240,203,223631,CARD,SUCCESS,2024-07-26,2024,7
2241,105,948624,NEFT,SUCCESS,2025-02-26,2025,2
2242,148,368078,CARD,FAILED,2024-05-07,2024,5
2243,179,232194,IMPS,SUCCESS,2024-04-05,2024,4
2244,240,635071,CARD,SUCCESS,2024-05-23,2024,5
2245,251,729049,NEFT,SUCCESS,2025-10-08,2025,10
2246,255,225568,IMPS,SUCCESS,2024-07-27,2024,7
2247,177,205787,CARD,FAILED,2025-08-19,2025,8
2248,185,634063,IMPS,FAILED,2024-07-11,2024,7
2249,106,938867,IMPS,SUCCESS,2024-03-03,2024,3
2250,201,866192,UPI,FAILED,2026-02-21,2026,2
2251,220,472981,IMPS,SUCCESS,2025-04-22,2025,4
2252,200,105956,IMPS,FAILED,2024-11-27,2024,11
2253,128,284704,UPI,FAILED,2024-07-29,2024,7
2254,223,583260,IMPS,SUCCESS,2024-03-28,2024,3
2255,292,459845,CARD,SUCCESS,2025-12-02,2025,12
2256,199,817196,CARD,SUCCESS,2024-12-29,2024,12
2257,218,228309,NEFT,SUCCESS,2024-09-13,2024,9
2258,294,24227,IMPS,FAILED,2025-10-20,2025,10
2259,147,193781,UPI,FAILED,2025-10-05,2025,10
2260,134,172865,CARD,FAILED,2025-12-10,2025,12
2261,266,305777,IMPS,SUCCESS,2024-06-15,2024,6
2262,129,155538,UPI,FAILED,2024-02-07,2024,2
2263,126,529115,CARD,SUCCESS,2025-07-03,2025,7
2264,143,769138,NEFT,SUCCESS,2026-01-31,2026,1
2265,148,92319,CARD,FAILED,2024-04-30,2024,4
2266,158,651586,NEFT,SUCCESS,2024-12-07,2024,12
2267,110,793864,IMPS,SUCCESS,2024-07-23,2024,7
2268,227,478914,CARD,FAILED,2024-12-25,2024,12
2269,154,283341,NEFT,SUCCESS,2024-10-29,2024,10
2270,294,31231,NEFT,SUCCESS,2025-08-09,2025,8
2271,177,544916,UPI,SUCCESS,2025-09-15,2025,9
2272,291,105792,UPI,FAILED,2024-10-14,2024,10
2273,169,208670,CARD,SUCCESS,2025-01-23,2025,1
2274,175,75369,NEFT,FAILED,2024-10-20,2024,10
2275,109,392428,CARD,SUCCESS,2025-11-07,2025,11
2276,180,142554,UPI,FAILED,2026-02-06,2026,2
2277,122,537227,CARD,SUCCESS,2025-04-15,2025,4
2278,182,954119,NEFT,FAILED,2025-07-05,2025,7
2279,243,12564,UPI,SUCCESS,2025-06-05,2025,6
2280,225,141303,NEFT,FAILED,2025-07-07,2025,7
2281,255,259603,CARD,FAILED,2025-10-21,2025,10
2282,235,453954,UPI,FAILED,2026-03-02,2026,3
2283,265,671232,CARD,FAILED,2024-06-06,2024,6
2284,289,387862,CARD,SUCCESS,2024-05-09,2024,5
2285,231,566825,CARD,FAILED,2026-01-21,2026,1
2286,144,800327,CARD,SUCCESS,2024-11-29,2024,11
2287,142,864367,CARD,FAILED,2024-04-04,2024,4
2288,154,926049,IMPS,SUCCESS,2025-09-23,2025,9
2289,296,367037,NEFT,FAILED,2025-04-08,2025,4
2290,225,806970,UPI,FAILED,2026-02-20,2026,2
2291,158,339134,NEFT,SUCCESS,2024-05-01,2024,5
2292,216,929720,UPI,SUCCESS,2024-02-13,2024,2
2293,246,347385,IMPS,FAILED,2024-07-11,2024,7
2294,192,129585,UPI,SUCCESS,2025-09-11,2025,9
2295,229,214408,NEFT,SUCCESS,2025-08-10,2025,8
2296,264,576171,IMPS,SUCCESS,2025-02-11,2025,2
2297,273,581668,IMPS,FAILED,2025-04-21,2025,4
2298,300,511311,CARD,SUCCESS,2024-09-17,2024,9
2299,299,233502,IMPS,FAILED,2025-12-20,2025,12
2300,140,373564,UPI,SUCCESS,2025-03-06,2025,3
2301,283,777540,IMPS,FAILED,2025-01-05,2025,1
2302,111,758275,CARD,FAILED,2024-04-18,2024,4
2303,112,202544,IMPS,FAILED,2025-01-09,2025,1
2304,128,65165,UPI,FAILED,2025-01-02,2025,1
2305,242,140326,IMPS,FAILED,2026-01-10,2026,1
2306,188,992633,CARD,SUCCESS,2025-11-19,2025,11
2307,252,777497,CARD,SUCCESS,2024-06-13,2024,6
2308,204,439772,IMPS,FAILED,2025-03-20,2025,3
2309,230,266385,NEFT,FAILED,2025-05-02,2025,5
2310,123,161278,IMPS,SUCCESS,2025-09-21,2025,9
2311,166,771934,UPI,FAILED,2024-10-10,2024,10
2312,275,318522,CARD,FAILED,2025-05-16,2025,5
2313,124,170965,NEFT,SUCCESS,2025-03-10,2025,3
2314,205,848039,IMPS,SUCCESS,2026-01-26,2026,1
2315,194,270816,NEFT,FAILED,2025-01-20,2025,1
2316,154,315808,IMPS,SUCCESS,2024-07-19,2024,7
2317,125,268292,CARD,FAILED,2025-02-02,2025,2
2318,161,597917,UPI,FAILED,2024-02-24,2024,2
2319,135,726942,IMPS,FAILED,2024-08-19,2024,8
2320,151,701994,UPI,FAILED,2026-02-01,2026,2
2321,102,374747,CARD,SUCCESS,2024-03-02,2024,3
2322,269,311692,NEFT,SUCCESS,2024-08-12,2024,8
2323,298,389202,UPI,FAILED,2026-02-12,2026,2
2324,280,408709,UPI,FAILED,2024-04-01,2024,4
2325,172,588473,CARD,SUCCESS,2024-09-15,2024,9
2326,113,675624,UPI,FAILED,2024-03-03,2024,3
2327,175,979557,CARD,SUCCESS,2024-04-15,2024,4
2328,114,397224,IMPS,SUCCESS,2025-04-19,2025,4
2329,237,201418,CARD,FAILED,2024-05-02,2024,5
2330,260,385693,UPI,FAILED,2024-12-24,2024,12
2331,204,179479,UPI,FAILED,2024-05-30,2024,5
2332,119,719667,IMPS,FAILED,2024-03-03,2024,3
2333,294,276039,NEFT,SUCCESS,2024-01-24,2024,1
2334,285,787236,IMPS,FAILED,2024-12-25,2024,12
2335,141,977564,NEFT,FAILED,2025-12-27,2025,12
2336,143,563036,UPI,SUCCESS,2026-02-27,2026,2
2337,133,402721,NEFT,SUCCESS,2025-05-03,2025,5
2338,272,274096,IMPS,FAILED,2025-11-11,2025,11
2339,239,700129,IMPS,SUCCESS,2024-10-23,2024,10
2340,187,502669,UPI,SUCCESS,2024-06-24,2024,6
2341,125,92120,NEFT,SUCCESS,2025-01-13,2025,1
2342,128,17577,CARD,FAILED,2025-05-30,2025,5
2343,130,124275,UPI,FAILED,2025-05-06,2025,5
2344,285,75447,CARD,FAILED,2024-10-22,2024,10
2345,242,204799,IMPS,FAILED,2025-02-05,2025,2
2346,264,701989,UPI,FAILED,2025-09-06,2025,9
2347,256,450968,IMPS,FAILED,2024-12-03,2024,12
2348,187,996996,CARD,SUCCESS,2026-02-20,2026,2
2349,182,260598,CARD,SUCCESS,2025-06-13,2025,6
2350,115,216787,CARD,FAILED,2025-01-06,2025,1
2351,129,255871,CARD,SUCCESS,2026-02-20,2026,2
2352,165,343674,IMPS,SUCCESS,2025-09-08,2025,9
2353,256,864152,UPI,FAILED,2026-01-08,2026,1
2354,112,339180,IMPS,FAILED,2024-02-04,2024,2
2355,224,263130,UPI,FAILED,2024-12-07,2024,12
2356,141,268988,IMPS,FAILED,2024-04-09,2024,4
2357,184,756474,NEFT,FAILED,2025-01-20,2025,1
2358,103,920629,CARD,SUCCESS,2025-08-12,2025,8
2359,109,428815,CARD,SUCCESS,2025-02-23,2025,2
2360,256,363020,NEFT,FAILED,2025-01-27,2025,1
2361,184,676138,UPI,SUCCESS,2024-04-07,2024,4
2362,197,258730,CARD,SUCCESS,2024-02-17,2024,2
2363,113,94568,CARD,FAILED,2024-06-30,2024,6
2364,109,64172,NEFT,FAILED,2024-03-11,2024,3
2365,190,922749,IMPS,SUCCESS,2024-05-17,2024,5
2366,293,459613,NEFT,FAILED,2025-12-06,2025,12
2367,172,512721,IMPS,SUCCESS,2024-08-21,2024,8
2368,134,251195,NEFT,FAILED,2024-07-21,2024,7
2369,113,112505,IMPS,SUCCESS,2025-04-26,2025,4
2370,139,605456,CARD,SUCCESS,2024-01-10,2024,1
2371,117,549701,NEFT,SUCCESS,2024-07-18,2024,7
2372,273,220580,CARD,SUCCESS,2026-01-16,2026,1
2373,114,229026,IMPS,SUCCESS,2024-02-16,2024,2
2374,274,338490,CARD,FAILED,2025-09-04,2025,9
2375,144,2904,CARD,SUCCESS,2025-05-01,2025,5
2376,129,486577,CARD,SUCCESS,2025-12-08,2025,12
2377,110,959180,NEFT,SUCCESS,2024-01-20,2024,1
2378,252,866479,UPI,FAILED,2024-07-11,2024,7
2379,261,969316,CARD,FAILED,2024-06-28,2024,6
2380,217,66101,NEFT,SUCCESS,2024-12-24,2024,12
2381,127,483140,NEFT,SUCCESS,2024-10-20,2024,10
2382,180,43262,IMPS,SUCCESS,2024-08-29,2024,8
2383,195,828784,CARD,FAILED,2024-04-23,2024,4
2384,246,729390,NEFT,FAILED,2025-06-21,2025,6
2385,153,449071,CARD,SUCCESS,2025-01-28,2025,1
2386,153,217839,UPI,FAILED,2025-10-30,2025,10
2387,150,367998,IMPS,SUCCESS,2025-03-29,2025,3
2388,136,529963,NEFT,SUCCESS,2024-03-17,2024,3
2389,136,481755,IMPS,FAILED,2024-02-15,2024,2
2390,293,645929,IMPS,SUCCESS,2024-09-25,2024,9
2391,291,254877,IMPS,SUCCESS,2024-07-11,2024,7
2392,269,714721,CARD,SUCCESS,2025-01-27,2025,1
2393,199,968931,UPI,SUCCESS,2025-12-15,2025,12
2394,168,137362,CARD,SUCCESS,2024-11-28,2024,11
2395,158,836936,NEFT,SUCCESS,2025-12-17,2025,12
2396,212,414119,UPI,FAILED,2025-08-25,2025,8
2397,209,66131,IMPS,SUCCESS,2025-06-10,2025,6
2398,166,184740,CARD,SUCCESS,2025-05-01,2025,5
2399,225,916485,IMPS,FAILED,2025-05-20,2025,5
2400,239,70387,IMPS,SUCCESS,2026-02-09,2026,2
2401,190,392947,UPI,SUCCESS,2024-07-05,2024,7
2402,152,205728,IMPS,FAILED,2024-07-23,2024,7
2403,212,289467,NEFT,FAILED,2024-02-24,2024,2
2404,168,860177,NEFT,FAILED,2024-10-27,2024,10
2405,198,972839,CARD,SUCCESS,2025-03-01,2025,3
2406,195,391189,CARD,FAILED,2025-02-07,2025,2
2407,233,759382,NEFT,FAILED,2025-11-08,2025,11
2408,295,493799,UPI,SUCCESS,2024-11-14,2024,11
2409,266,95647,NEFT,FAILED,2024-01-20,2024,1
2410,214,90679,IMPS,FAILED,2026-02-23,2026,2
2411,250,549648,IMPS,SUCCESS,2024-12-12,2024,12
2412,256,481472,UPI,SUCCESS,2024-02-21,2024,2
2413,125,589278,NEFT,FAILED,2025-12-22,2025,12
2414,269,961354,CARD,SUCCESS,2024-03-24,2024,3
2415,190,982604,IMPS,SUCCESS,2024-02-22,2024,2
2416,251,348484,UPI,FAILED,2025-01-02,2025,1
2417,166,985966,NEFT,SUCCESS,2024-09-16,2024,9
2418,266,716171,CARD,FAILED,2024-02-28,2024,2
2419,184,787632,UPI,FAILED,2025-02-16,2025,2
2420,138,250130,NEFT,FAILED,2024-07-11,2024,7
2421,216,391789,NEFT,SUCCESS,2024-08-20,2024,8
2422,247,104159,UPI,SUCCESS,2025-06-28,2025,6
2423,200,632542,IMPS,FAILED,2025-12-29,2025,12
2424,189,149151,UPI,FAILED,2024-11-25,2024,11
2425,300,375285,NEFT,FAILED,2024-12-12,2024,12
2426,268,150184,CARD,SUCCESS,2024-01-30,2024,1
2427,210,296088,NEFT,FAILED,2024-02-25,2024,2
2428,127,863171,NEFT,FAILED,2024-05-28,2024,5
2429,138,59668,CARD,FAILED,2024-05-18,2024,5
2430,173,584665,CARD,FAILED,2024-10-03,2024,10
2431,132,230890,IMPS,FAILED,2024-04-23,2024,4
2432,195,646308,NEFT,SUCCESS,2024-07-03,2024,7
2433,110,35928,IMPS,SUCCESS,2026-01-28,2026,1
2434,253,196456,CARD,FAILED,2024-07-22,2024,7
2435,263,130113,CARD,FAILED,2026-02-17,2026,2
2436,264,78096,CARD,FAILED,2024-01-14,2024,1
2437,255,199807,NEFT,FAILED,2025-07-27,2025,7
2438,231,473159,UPI,FAILED,2025-08-28,2025,8
2439,249,865147,CARD,SUCCESS,2024-07-03,2024,7
2440,134,855546,UPI,FAILED,2025-10-19,2025,10
2441,193,338632,NEFT,FAILED,2024-05-13,2024,5
2442,192,852838,CARD,FAILED,2024-04-28,2024,4
2443,191,22959,IMPS,SUCCESS,2024-01-18,2024,1
2444,239,970267,IMPS,SUCCESS,2026-02-12,2026,2
2445,124,618500,IMPS,FAILED,2025-12-31,2025,12
2446,300,559996,UPI,FAILED,2024-01-09,2024,1
2447,135,581384,CARD,FAILED,2025-06-25,2025,6
2448,285,79053,CARD,SUCCESS,2024-10-01,2024,10
